skill_id,cell_id,role,evaluation_status,task,arm,seed,attempt,path,sha256,render_addressable,parameters_path,scene_bank_path
skill-e-expert-reference-grasp_place-seed-00-best,e-expert-reference-grasp_place-seed-00,executed_expert,evaluated,grasp_place,expert-reference,0,,data/skills/best/e-expert-reference-grasp_place-seed-00.yaml,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,data/parameters/e-expert-reference-grasp_place-seed-00.json,data/scenes/e-expert-reference-grasp_place-seed-00.json
skill-e-expert-reference-grasp_place-seed-01-best,e-expert-reference-grasp_place-seed-01,executed_expert,evaluated,grasp_place,expert-reference,1,,data/skills/best/e-expert-reference-grasp_place-seed-01.yaml,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,data/parameters/e-expert-reference-grasp_place-seed-01.json,data/scenes/e-expert-reference-grasp_place-seed-01.json
skill-e-expert-reference-grasp_place-seed-02-best,e-expert-reference-grasp_place-seed-02,executed_expert,evaluated,grasp_place,expert-reference,2,,data/skills/best/e-expert-reference-grasp_place-seed-02.yaml,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,data/parameters/e-expert-reference-grasp_place-seed-02.json,data/scenes/e-expert-reference-grasp_place-seed-02.json
skill-e-expert-reference-grasp_place-seed-03-best,e-expert-reference-grasp_place-seed-03,executed_expert,evaluated,grasp_place,expert-reference,3,,data/skills/best/e-expert-reference-grasp_place-seed-03.yaml,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,data/parameters/e-expert-reference-grasp_place-seed-03.json,data/scenes/e-expert-reference-grasp_place-seed-03.json
skill-e-expert-reference-grasp_place-seed-04-best,e-expert-reference-grasp_place-seed-04,executed_expert,evaluated,grasp_place,expert-reference,4,,data/skills/best/e-expert-reference-grasp_place-seed-04.yaml,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,data/parameters/e-expert-reference-grasp_place-seed-04.json,data/scenes/e-expert-reference-grasp_place-seed-04.json
skill-e-expert-reference-grasp_place-seed-05-best,e-expert-reference-grasp_place-seed-05,executed_expert,evaluated,grasp_place,expert-reference,5,,data/skills/best/e-expert-reference-grasp_place-seed-05.yaml,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,data/parameters/e-expert-reference-grasp_place-seed-05.json,data/scenes/e-expert-reference-grasp_place-seed-05.json
skill-e-expert-reference-grasp_place-seed-06-best,e-expert-reference-grasp_place-seed-06,executed_expert,evaluated,grasp_place,expert-reference,6,,data/skills/best/e-expert-reference-grasp_place-seed-06.yaml,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,data/parameters/e-expert-reference-grasp_place-seed-06.json,data/scenes/e-expert-reference-grasp_place-seed-06.json
skill-e-expert-reference-grasp_place-seed-07-best,e-expert-reference-grasp_place-seed-07,executed_expert,evaluated,grasp_place,expert-reference,7,,data/skills/best/e-expert-reference-grasp_place-seed-07.yaml,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,data/parameters/e-expert-reference-grasp_place-seed-07.json,data/scenes/e-expert-reference-grasp_place-seed-07.json
skill-e-expert-reference-grasp_place-seed-08-best,e-expert-reference-grasp_place-seed-08,executed_expert,evaluated,grasp_place,expert-reference,8,,data/skills/best/e-expert-reference-grasp_place-seed-08.yaml,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,data/parameters/e-expert-reference-grasp_place-seed-08.json,data/scenes/e-expert-reference-grasp_place-seed-08.json
skill-e-expert-reference-grasp_place-seed-09-best,e-expert-reference-grasp_place-seed-09,executed_expert,evaluated,grasp_place,expert-reference,9,,data/skills/best/e-expert-reference-grasp_place-seed-09.yaml,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,data/parameters/e-expert-reference-grasp_place-seed-09.json,data/scenes/e-expert-reference-grasp_place-seed-09.json
skill-e-expert-reference-obstacle_reach-seed-00-best,e-expert-reference-obstacle_reach-seed-00,executed_expert,evaluated,obstacle_reach,expert-reference,0,,data/skills/best/e-expert-reference-obstacle_reach-seed-00.yaml,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,data/parameters/e-expert-reference-obstacle_reach-seed-00.json,data/scenes/e-expert-reference-obstacle_reach-seed-00.json
skill-e-expert-reference-obstacle_reach-seed-01-best,e-expert-reference-obstacle_reach-seed-01,executed_expert,evaluated,obstacle_reach,expert-reference,1,,data/skills/best/e-expert-reference-obstacle_reach-seed-01.yaml,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,data/parameters/e-expert-reference-obstacle_reach-seed-01.json,data/scenes/e-expert-reference-obstacle_reach-seed-01.json
skill-e-expert-reference-obstacle_reach-seed-02-best,e-expert-reference-obstacle_reach-seed-02,executed_expert,evaluated,obstacle_reach,expert-reference,2,,data/skills/best/e-expert-reference-obstacle_reach-seed-02.yaml,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,data/parameters/e-expert-reference-obstacle_reach-seed-02.json,data/scenes/e-expert-reference-obstacle_reach-seed-02.json
skill-e-expert-reference-obstacle_reach-seed-03-best,e-expert-reference-obstacle_reach-seed-03,executed_expert,evaluated,obstacle_reach,expert-reference,3,,data/skills/best/e-expert-reference-obstacle_reach-seed-03.yaml,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,data/parameters/e-expert-reference-obstacle_reach-seed-03.json,data/scenes/e-expert-reference-obstacle_reach-seed-03.json
skill-e-expert-reference-obstacle_reach-seed-04-best,e-expert-reference-obstacle_reach-seed-04,executed_expert,evaluated,obstacle_reach,expert-reference,4,,data/skills/best/e-expert-reference-obstacle_reach-seed-04.yaml,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,data/parameters/e-expert-reference-obstacle_reach-seed-04.json,data/scenes/e-expert-reference-obstacle_reach-seed-04.json
skill-e-expert-reference-obstacle_reach-seed-05-best,e-expert-reference-obstacle_reach-seed-05,executed_expert,evaluated,obstacle_reach,expert-reference,5,,data/skills/best/e-expert-reference-obstacle_reach-seed-05.yaml,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,data/parameters/e-expert-reference-obstacle_reach-seed-05.json,data/scenes/e-expert-reference-obstacle_reach-seed-05.json
skill-e-expert-reference-obstacle_reach-seed-06-best,e-expert-reference-obstacle_reach-seed-06,executed_expert,evaluated,obstacle_reach,expert-reference,6,,data/skills/best/e-expert-reference-obstacle_reach-seed-06.yaml,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,data/parameters/e-expert-reference-obstacle_reach-seed-06.json,data/scenes/e-expert-reference-obstacle_reach-seed-06.json
skill-e-expert-reference-obstacle_reach-seed-07-best,e-expert-reference-obstacle_reach-seed-07,executed_expert,evaluated,obstacle_reach,expert-reference,7,,data/skills/best/e-expert-reference-obstacle_reach-seed-07.yaml,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,data/parameters/e-expert-reference-obstacle_reach-seed-07.json,data/scenes/e-expert-reference-obstacle_reach-seed-07.json
skill-e-expert-reference-obstacle_reach-seed-08-best,e-expert-reference-obstacle_reach-seed-08,executed_expert,evaluated,obstacle_reach,expert-reference,8,,data/skills/best/e-expert-reference-obstacle_reach-seed-08.yaml,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,data/parameters/e-expert-reference-obstacle_reach-seed-08.json,data/scenes/e-expert-reference-obstacle_reach-seed-08.json
skill-e-expert-reference-obstacle_reach-seed-09-best,e-expert-reference-obstacle_reach-seed-09,executed_expert,evaluated,obstacle_reach,expert-reference,9,,data/skills/best/e-expert-reference-obstacle_reach-seed-09.yaml,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,data/parameters/e-expert-reference-obstacle_reach-seed-09.json,data/scenes/e-expert-reference-obstacle_reach-seed-09.json
skill-e-expert-reference-peg_channel-seed-00-best,e-expert-reference-peg_channel-seed-00,executed_expert,evaluated,peg_channel,expert-reference,0,,data/skills/best/e-expert-reference-peg_channel-seed-00.yaml,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,data/parameters/e-expert-reference-peg_channel-seed-00.json,data/scenes/e-expert-reference-peg_channel-seed-00.json
skill-e-expert-reference-peg_channel-seed-01-best,e-expert-reference-peg_channel-seed-01,executed_expert,evaluated,peg_channel,expert-reference,1,,data/skills/best/e-expert-reference-peg_channel-seed-01.yaml,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,data/parameters/e-expert-reference-peg_channel-seed-01.json,data/scenes/e-expert-reference-peg_channel-seed-01.json
skill-e-expert-reference-peg_channel-seed-02-best,e-expert-reference-peg_channel-seed-02,executed_expert,evaluated,peg_channel,expert-reference,2,,data/skills/best/e-expert-reference-peg_channel-seed-02.yaml,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,data/parameters/e-expert-reference-peg_channel-seed-02.json,data/scenes/e-expert-reference-peg_channel-seed-02.json
skill-e-expert-reference-peg_channel-seed-03-best,e-expert-reference-peg_channel-seed-03,executed_expert,evaluated,peg_channel,expert-reference,3,,data/skills/best/e-expert-reference-peg_channel-seed-03.yaml,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,data/parameters/e-expert-reference-peg_channel-seed-03.json,data/scenes/e-expert-reference-peg_channel-seed-03.json
skill-e-expert-reference-peg_channel-seed-04-best,e-expert-reference-peg_channel-seed-04,executed_expert,evaluated,peg_channel,expert-reference,4,,data/skills/best/e-expert-reference-peg_channel-seed-04.yaml,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,data/parameters/e-expert-reference-peg_channel-seed-04.json,data/scenes/e-expert-reference-peg_channel-seed-04.json
skill-e-expert-reference-peg_channel-seed-05-best,e-expert-reference-peg_channel-seed-05,executed_expert,evaluated,peg_channel,expert-reference,5,,data/skills/best/e-expert-reference-peg_channel-seed-05.yaml,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,data/parameters/e-expert-reference-peg_channel-seed-05.json,data/scenes/e-expert-reference-peg_channel-seed-05.json
skill-e-expert-reference-peg_channel-seed-06-best,e-expert-reference-peg_channel-seed-06,executed_expert,evaluated,peg_channel,expert-reference,6,,data/skills/best/e-expert-reference-peg_channel-seed-06.yaml,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,data/parameters/e-expert-reference-peg_channel-seed-06.json,data/scenes/e-expert-reference-peg_channel-seed-06.json
skill-e-expert-reference-peg_channel-seed-07-best,e-expert-reference-peg_channel-seed-07,executed_expert,evaluated,peg_channel,expert-reference,7,,data/skills/best/e-expert-reference-peg_channel-seed-07.yaml,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,data/parameters/e-expert-reference-peg_channel-seed-07.json,data/scenes/e-expert-reference-peg_channel-seed-07.json
skill-e-expert-reference-peg_channel-seed-08-best,e-expert-reference-peg_channel-seed-08,executed_expert,evaluated,peg_channel,expert-reference,8,,data/skills/best/e-expert-reference-peg_channel-seed-08.yaml,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,data/parameters/e-expert-reference-peg_channel-seed-08.json,data/scenes/e-expert-reference-peg_channel-seed-08.json
skill-e-expert-reference-peg_channel-seed-09-best,e-expert-reference-peg_channel-seed-09,executed_expert,evaluated,peg_channel,expert-reference,9,,data/skills/best/e-expert-reference-peg_channel-seed-09.yaml,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,data/parameters/e-expert-reference-peg_channel-seed-09.json,data/scenes/e-expert-reference-peg_channel-seed-09.json
skill-e-expert-reference-peg_insert-seed-00-best,e-expert-reference-peg_insert-seed-00,executed_expert,evaluated,peg_insert,expert-reference,0,,data/skills/best/e-expert-reference-peg_insert-seed-00.yaml,e22977d43a3cc13469fcb198bc3d34e58956a1298f16b7ed07ec9fee8eb145b1,true,data/parameters/e-expert-reference-peg_insert-seed-00.json,data/scenes/e-expert-reference-peg_insert-seed-00.json
skill-e-expert-reference-peg_insert-seed-01-best,e-expert-reference-peg_insert-seed-01,executed_expert,evaluated,peg_insert,expert-reference,1,,data/skills/best/e-expert-reference-peg_insert-seed-01.yaml,e22977d43a3cc13469fcb198bc3d34e58956a1298f16b7ed07ec9fee8eb145b1,true,data/parameters/e-expert-reference-peg_insert-seed-01.json,data/scenes/e-expert-reference-peg_insert-seed-01.json
skill-e-expert-reference-peg_insert-seed-02-best,e-expert-reference-peg_insert-seed-02,executed_expert,evaluated,peg_insert,expert-reference,2,,data/skills/best/e-expert-reference-peg_insert-seed-02.yaml,e22977d43a3cc13469fcb198bc3d34e58956a1298f16b7ed07ec9fee8eb145b1,true,data/parameters/e-expert-reference-peg_insert-seed-02.json,data/scenes/e-expert-reference-peg_insert-seed-02.json
skill-e-expert-reference-peg_insert-seed-03-best,e-expert-reference-peg_insert-seed-03,executed_expert,evaluated,peg_insert,expert-reference,3,,data/skills/best/e-expert-reference-peg_insert-seed-03.yaml,e22977d43a3cc13469fcb198bc3d34e58956a1298f16b7ed07ec9fee8eb145b1,true,data/parameters/e-expert-reference-peg_insert-seed-03.json,data/scenes/e-expert-reference-peg_insert-seed-03.json
skill-e-expert-reference-peg_insert-seed-04-best,e-expert-reference-peg_insert-seed-04,executed_expert,evaluated,peg_insert,expert-reference,4,,data/skills/best/e-expert-reference-peg_insert-seed-04.yaml,e22977d43a3cc13469fcb198bc3d34e58956a1298f16b7ed07ec9fee8eb145b1,true,data/parameters/e-expert-reference-peg_insert-seed-04.json,data/scenes/e-expert-reference-peg_insert-seed-04.json
skill-e-expert-reference-peg_insert-seed-05-best,e-expert-reference-peg_insert-seed-05,executed_expert,evaluated,peg_insert,expert-reference,5,,data/skills/best/e-expert-reference-peg_insert-seed-05.yaml,e22977d43a3cc13469fcb198bc3d34e58956a1298f16b7ed07ec9fee8eb145b1,true,data/parameters/e-expert-reference-peg_insert-seed-05.json,data/scenes/e-expert-reference-peg_insert-seed-05.json
skill-e-expert-reference-peg_insert-seed-06-best,e-expert-reference-peg_insert-seed-06,executed_expert,evaluated,peg_insert,expert-reference,6,,data/skills/best/e-expert-reference-peg_insert-seed-06.yaml,e22977d43a3cc13469fcb198bc3d34e58956a1298f16b7ed07ec9fee8eb145b1,true,data/parameters/e-expert-reference-peg_insert-seed-06.json,data/scenes/e-expert-reference-peg_insert-seed-06.json
skill-e-expert-reference-peg_insert-seed-07-best,e-expert-reference-peg_insert-seed-07,executed_expert,evaluated,peg_insert,expert-reference,7,,data/skills/best/e-expert-reference-peg_insert-seed-07.yaml,e22977d43a3cc13469fcb198bc3d34e58956a1298f16b7ed07ec9fee8eb145b1,true,data/parameters/e-expert-reference-peg_insert-seed-07.json,data/scenes/e-expert-reference-peg_insert-seed-07.json
skill-e-expert-reference-peg_insert-seed-08-best,e-expert-reference-peg_insert-seed-08,executed_expert,evaluated,peg_insert,expert-reference,8,,data/skills/best/e-expert-reference-peg_insert-seed-08.yaml,e22977d43a3cc13469fcb198bc3d34e58956a1298f16b7ed07ec9fee8eb145b1,true,data/parameters/e-expert-reference-peg_insert-seed-08.json,data/scenes/e-expert-reference-peg_insert-seed-08.json
skill-e-expert-reference-peg_insert-seed-09-best,e-expert-reference-peg_insert-seed-09,executed_expert,evaluated,peg_insert,expert-reference,9,,data/skills/best/e-expert-reference-peg_insert-seed-09.yaml,e22977d43a3cc13469fcb198bc3d34e58956a1298f16b7ed07ec9fee8eb145b1,true,data/parameters/e-expert-reference-peg_insert-seed-09.json,data/scenes/e-expert-reference-peg_insert-seed-09.json
skill-e-expert-reference-push_to_goal-seed-00-best,e-expert-reference-push_to_goal-seed-00,executed_expert,evaluated,push_to_goal,expert-reference,0,,data/skills/best/e-expert-reference-push_to_goal-seed-00.yaml,f88c0a606426eebeef8b97fd72204bff06acc301ea98345cd40e8a738e908c89,true,data/parameters/e-expert-reference-push_to_goal-seed-00.json,data/scenes/e-expert-reference-push_to_goal-seed-00.json
skill-e-expert-reference-push_to_goal-seed-01-best,e-expert-reference-push_to_goal-seed-01,executed_expert,evaluated,push_to_goal,expert-reference,1,,data/skills/best/e-expert-reference-push_to_goal-seed-01.yaml,f88c0a606426eebeef8b97fd72204bff06acc301ea98345cd40e8a738e908c89,true,data/parameters/e-expert-reference-push_to_goal-seed-01.json,data/scenes/e-expert-reference-push_to_goal-seed-01.json
skill-e-expert-reference-push_to_goal-seed-02-best,e-expert-reference-push_to_goal-seed-02,executed_expert,evaluated,push_to_goal,expert-reference,2,,data/skills/best/e-expert-reference-push_to_goal-seed-02.yaml,f88c0a606426eebeef8b97fd72204bff06acc301ea98345cd40e8a738e908c89,true,data/parameters/e-expert-reference-push_to_goal-seed-02.json,data/scenes/e-expert-reference-push_to_goal-seed-02.json
skill-e-expert-reference-push_to_goal-seed-03-best,e-expert-reference-push_to_goal-seed-03,executed_expert,evaluated,push_to_goal,expert-reference,3,,data/skills/best/e-expert-reference-push_to_goal-seed-03.yaml,f88c0a606426eebeef8b97fd72204bff06acc301ea98345cd40e8a738e908c89,true,data/parameters/e-expert-reference-push_to_goal-seed-03.json,data/scenes/e-expert-reference-push_to_goal-seed-03.json
skill-e-expert-reference-push_to_goal-seed-04-best,e-expert-reference-push_to_goal-seed-04,executed_expert,evaluated,push_to_goal,expert-reference,4,,data/skills/best/e-expert-reference-push_to_goal-seed-04.yaml,f88c0a606426eebeef8b97fd72204bff06acc301ea98345cd40e8a738e908c89,true,data/parameters/e-expert-reference-push_to_goal-seed-04.json,data/scenes/e-expert-reference-push_to_goal-seed-04.json
skill-e-expert-reference-push_to_goal-seed-05-best,e-expert-reference-push_to_goal-seed-05,executed_expert,evaluated,push_to_goal,expert-reference,5,,data/skills/best/e-expert-reference-push_to_goal-seed-05.yaml,f88c0a606426eebeef8b97fd72204bff06acc301ea98345cd40e8a738e908c89,true,data/parameters/e-expert-reference-push_to_goal-seed-05.json,data/scenes/e-expert-reference-push_to_goal-seed-05.json
skill-e-expert-reference-push_to_goal-seed-06-best,e-expert-reference-push_to_goal-seed-06,executed_expert,evaluated,push_to_goal,expert-reference,6,,data/skills/best/e-expert-reference-push_to_goal-seed-06.yaml,f88c0a606426eebeef8b97fd72204bff06acc301ea98345cd40e8a738e908c89,true,data/parameters/e-expert-reference-push_to_goal-seed-06.json,data/scenes/e-expert-reference-push_to_goal-seed-06.json
skill-e-expert-reference-push_to_goal-seed-07-best,e-expert-reference-push_to_goal-seed-07,executed_expert,evaluated,push_to_goal,expert-reference,7,,data/skills/best/e-expert-reference-push_to_goal-seed-07.yaml,f88c0a606426eebeef8b97fd72204bff06acc301ea98345cd40e8a738e908c89,true,data/parameters/e-expert-reference-push_to_goal-seed-07.json,data/scenes/e-expert-reference-push_to_goal-seed-07.json
skill-e-expert-reference-push_to_goal-seed-08-best,e-expert-reference-push_to_goal-seed-08,executed_expert,evaluated,push_to_goal,expert-reference,8,,data/skills/best/e-expert-reference-push_to_goal-seed-08.yaml,f88c0a606426eebeef8b97fd72204bff06acc301ea98345cd40e8a738e908c89,true,data/parameters/e-expert-reference-push_to_goal-seed-08.json,data/scenes/e-expert-reference-push_to_goal-seed-08.json
skill-e-expert-reference-push_to_goal-seed-09-best,e-expert-reference-push_to_goal-seed-09,executed_expert,evaluated,push_to_goal,expert-reference,9,,data/skills/best/e-expert-reference-push_to_goal-seed-09.yaml,f88c0a606426eebeef8b97fd72204bff06acc301ea98345cd40e8a738e908c89,true,data/parameters/e-expert-reference-push_to_goal-seed-09.json,data/scenes/e-expert-reference-push_to_goal-seed-09.json
skill-p-create-bandit-fixed-door_push-seed-00-best,p-create-bandit-fixed-door_push-seed-00,selected_best,evaluated,door_push,create-bandit-fixed,0,,data/skills/best/p-create-bandit-fixed-door_push-seed-00.yaml,36f692a523de9d80b7d2ec9665c5d0113fbc908e2b6dc0105d9cc6387c77f99b,true,data/parameters/p-create-bandit-fixed-door_push-seed-00.json,data/scenes/p-create-bandit-fixed-door_push-seed-00.json
skill-p-create-bandit-fixed-door_push-seed-00-initial,p-create-bandit-fixed-door_push-seed-00,initial,evaluated_generation_zero,door_push,create-bandit-fixed,0,0,data/skills/initial/p-create-bandit-fixed-door_push-seed-00.yaml,a73ff4ba52f23c8c785fb5bf55e8d796f278a9304a0b7b813515a8c6a195c60b,false,,data/scenes/p-create-bandit-fixed-door_push-seed-00.json
skill-p-create-bandit-fixed-door_push-seed-01-best,p-create-bandit-fixed-door_push-seed-01,selected_best,evaluated,door_push,create-bandit-fixed,1,,data/skills/best/p-create-bandit-fixed-door_push-seed-01.yaml,0d26c5f77381cd1cbe77887ce46e5aa78ca02be73c7716dda389ce8504d140a6,true,data/parameters/p-create-bandit-fixed-door_push-seed-01.json,data/scenes/p-create-bandit-fixed-door_push-seed-01.json
skill-p-create-bandit-fixed-door_push-seed-01-initial,p-create-bandit-fixed-door_push-seed-01,initial,evaluated_generation_zero,door_push,create-bandit-fixed,1,0,data/skills/initial/p-create-bandit-fixed-door_push-seed-01.yaml,6da6860ccff8f2d0fe22cc59c52ad3b452c2291c7c74ccfcb5619f2daf05e562,false,,data/scenes/p-create-bandit-fixed-door_push-seed-01.json
skill-p-create-bandit-fixed-door_push-seed-02-best,p-create-bandit-fixed-door_push-seed-02,selected_best,evaluated,door_push,create-bandit-fixed,2,,data/skills/best/p-create-bandit-fixed-door_push-seed-02.yaml,1e117d991304c0d1dc56b130a27c149f35653d6b2e41a748f35ab48589d135b5,true,data/parameters/p-create-bandit-fixed-door_push-seed-02.json,data/scenes/p-create-bandit-fixed-door_push-seed-02.json
skill-p-create-bandit-fixed-door_push-seed-02-initial,p-create-bandit-fixed-door_push-seed-02,initial,evaluated_generation_zero,door_push,create-bandit-fixed,2,0,data/skills/initial/p-create-bandit-fixed-door_push-seed-02.yaml,ad2fb897617e268925497433daa01bb49b72f148bbc542c8f20f164719bb3b1c,false,,data/scenes/p-create-bandit-fixed-door_push-seed-02.json
skill-p-create-bandit-fixed-door_push-seed-03-best,p-create-bandit-fixed-door_push-seed-03,selected_best,evaluated,door_push,create-bandit-fixed,3,,data/skills/best/p-create-bandit-fixed-door_push-seed-03.yaml,2177c0487da56b94268fb1661e14ed423deb03adbb746893fc87b9b2373e50cb,true,data/parameters/p-create-bandit-fixed-door_push-seed-03.json,data/scenes/p-create-bandit-fixed-door_push-seed-03.json
skill-p-create-bandit-fixed-door_push-seed-03-initial,p-create-bandit-fixed-door_push-seed-03,initial,evaluated_generation_zero,door_push,create-bandit-fixed,3,0,data/skills/initial/p-create-bandit-fixed-door_push-seed-03.yaml,03641356812ccaa82953122003ab88a2fdb726bafbd5ca6d69af1fd5018a9aa6,false,,data/scenes/p-create-bandit-fixed-door_push-seed-03.json
skill-p-create-bandit-fixed-door_push-seed-04-best,p-create-bandit-fixed-door_push-seed-04,selected_best,evaluated,door_push,create-bandit-fixed,4,,data/skills/best/p-create-bandit-fixed-door_push-seed-04.yaml,c9fc94853f20a50907ab08b45b691efa55fee5502d5a918dbe7a7afbbcd9e885,true,data/parameters/p-create-bandit-fixed-door_push-seed-04.json,data/scenes/p-create-bandit-fixed-door_push-seed-04.json
skill-p-create-bandit-fixed-door_push-seed-04-initial,p-create-bandit-fixed-door_push-seed-04,initial,evaluated_generation_zero,door_push,create-bandit-fixed,4,0,data/skills/initial/p-create-bandit-fixed-door_push-seed-04.yaml,bf78b93621505a0d54cc8eeb7bf2b31753af70ca5286207e402d8ed0d00db9e1,false,,data/scenes/p-create-bandit-fixed-door_push-seed-04.json
