record_id,study,task,arm,display_name,seed,task_score,composite_score,generation_zero_task_score,path,skill_path,parameters_path,scene_bank_path,scene_index,cell_record_path,run_log_path,sha256,render_addressable,source,scene_config
e-expert-reference-grasp_place-seed-01,expert,grasp_place,expert-reference,Expert reference,1,0.9069212810954653,0.6582491715079614,,data/skills/best/e-expert-reference-grasp_place-seed-01.yaml,data/skills/best/e-expert-reference-grasp_place-seed-01.yaml,data/parameters/e-expert-reference-grasp_place-seed-01.json,data/scenes/e-expert-reference-grasp_place-seed-01.json,0,data/records/expert/e-expert-reference-grasp_place-seed-01.json,data/logs/run/e-expert-reference-grasp_place-seed-01.json,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,expert_reference,"{""robot"":""panda"",""object_xml"":""grasp_target_box"",""gripper"":""franka_hand"",""target_markers"":[[0.6,0.2,0.1]]}"
e-expert-reference-grasp_place-seed-02,expert,grasp_place,expert-reference,Expert reference,2,0.9069212810954653,0.6593251979396255,,data/skills/best/e-expert-reference-grasp_place-seed-02.yaml,data/skills/best/e-expert-reference-grasp_place-seed-02.yaml,data/parameters/e-expert-reference-grasp_place-seed-02.json,data/scenes/e-expert-reference-grasp_place-seed-02.json,0,data/records/expert/e-expert-reference-grasp_place-seed-02.json,data/logs/run/e-expert-reference-grasp_place-seed-02.json,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,expert_reference,"{""robot"":""panda"",""object_xml"":""grasp_target_box"",""gripper"":""franka_hand"",""target_markers"":[[0.6,0.2,0.1]]}"
e-expert-reference-grasp_place-seed-03,expert,grasp_place,expert-reference,Expert reference,3,0.9069212810954653,0.6597117401756901,,data/skills/best/e-expert-reference-grasp_place-seed-03.yaml,data/skills/best/e-expert-reference-grasp_place-seed-03.yaml,data/parameters/e-expert-reference-grasp_place-seed-03.json,data/scenes/e-expert-reference-grasp_place-seed-03.json,0,data/records/expert/e-expert-reference-grasp_place-seed-03.json,data/logs/run/e-expert-reference-grasp_place-seed-03.json,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,expert_reference,"{""robot"":""panda"",""object_xml"":""grasp_target_box"",""gripper"":""franka_hand"",""target_markers"":[[0.6,0.2,0.1]]}"
e-expert-reference-grasp_place-seed-04,expert,grasp_place,expert-reference,Expert reference,4,0.952268954041406,0.6829883321035973,,data/skills/best/e-expert-reference-grasp_place-seed-04.yaml,data/skills/best/e-expert-reference-grasp_place-seed-04.yaml,data/parameters/e-expert-reference-grasp_place-seed-04.json,data/scenes/e-expert-reference-grasp_place-seed-04.json,0,data/records/expert/e-expert-reference-grasp_place-seed-04.json,data/logs/run/e-expert-reference-grasp_place-seed-04.json,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,expert_reference,"{""robot"":""panda"",""object_xml"":""grasp_target_box"",""gripper"":""franka_hand"",""target_markers"":[[0.6,0.2,0.1]]}"
e-expert-reference-grasp_place-seed-05,expert,grasp_place,expert-reference,Expert reference,5,0.952268954041406,0.6826202320759963,,data/skills/best/e-expert-reference-grasp_place-seed-05.yaml,data/skills/best/e-expert-reference-grasp_place-seed-05.yaml,data/parameters/e-expert-reference-grasp_place-seed-05.json,data/scenes/e-expert-reference-grasp_place-seed-05.json,0,data/records/expert/e-expert-reference-grasp_place-seed-05.json,data/logs/run/e-expert-reference-grasp_place-seed-05.json,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,expert_reference,"{""robot"":""panda"",""object_xml"":""grasp_target_box"",""gripper"":""franka_hand"",""target_markers"":[[0.6,0.2,0.1]]}"
e-expert-reference-grasp_place-seed-06,expert,grasp_place,expert-reference,Expert reference,6,0.952268954041406,0.6825151503043037,,data/skills/best/e-expert-reference-grasp_place-seed-06.yaml,data/skills/best/e-expert-reference-grasp_place-seed-06.yaml,data/parameters/e-expert-reference-grasp_place-seed-06.json,data/scenes/e-expert-reference-grasp_place-seed-06.json,0,data/records/expert/e-expert-reference-grasp_place-seed-06.json,data/logs/run/e-expert-reference-grasp_place-seed-06.json,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,expert_reference,"{""robot"":""panda"",""object_xml"":""grasp_target_box"",""gripper"":""franka_hand"",""target_markers"":[[0.6,0.2,0.1]]}"
e-expert-reference-grasp_place-seed-07,expert,grasp_place,expert-reference,Expert reference,7,0.9213256018076111,0.6677491546801817,,data/skills/best/e-expert-reference-grasp_place-seed-07.yaml,data/skills/best/e-expert-reference-grasp_place-seed-07.yaml,data/parameters/e-expert-reference-grasp_place-seed-07.json,data/scenes/e-expert-reference-grasp_place-seed-07.json,0,data/records/expert/e-expert-reference-grasp_place-seed-07.json,data/logs/run/e-expert-reference-grasp_place-seed-07.json,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,expert_reference,"{""robot"":""panda"",""object_xml"":""grasp_target_box"",""gripper"":""franka_hand"",""target_markers"":[[0.6,0.2,0.1]]}"
e-expert-reference-grasp_place-seed-08,expert,grasp_place,expert-reference,Expert reference,8,0.9213256018076111,0.668140327846249,,data/skills/best/e-expert-reference-grasp_place-seed-08.yaml,data/skills/best/e-expert-reference-grasp_place-seed-08.yaml,data/parameters/e-expert-reference-grasp_place-seed-08.json,data/scenes/e-expert-reference-grasp_place-seed-08.json,0,data/records/expert/e-expert-reference-grasp_place-seed-08.json,data/logs/run/e-expert-reference-grasp_place-seed-08.json,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,expert_reference,"{""robot"":""panda"",""object_xml"":""grasp_target_box"",""gripper"":""franka_hand"",""target_markers"":[[0.6,0.2,0.1]]}"
e-expert-reference-grasp_place-seed-09,expert,grasp_place,expert-reference,Expert reference,9,0.9213256018076111,0.6679769425617531,,data/skills/best/e-expert-reference-grasp_place-seed-09.yaml,data/skills/best/e-expert-reference-grasp_place-seed-09.yaml,data/parameters/e-expert-reference-grasp_place-seed-09.json,data/scenes/e-expert-reference-grasp_place-seed-09.json,0,data/records/expert/e-expert-reference-grasp_place-seed-09.json,data/logs/run/e-expert-reference-grasp_place-seed-09.json,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,true,expert_reference,"{""robot"":""panda"",""object_xml"":""grasp_target_box"",""gripper"":""franka_hand"",""target_markers"":[[0.6,0.2,0.1]]}"
e-expert-reference-obstacle_reach-seed-00,expert,obstacle_reach,expert-reference,Expert reference,0,0.8784456309796699,0.8284456309796698,,data/skills/best/e-expert-reference-obstacle_reach-seed-00.yaml,data/skills/best/e-expert-reference-obstacle_reach-seed-00.yaml,data/parameters/e-expert-reference-obstacle_reach-seed-00.json,data/scenes/e-expert-reference-obstacle_reach-seed-00.json,0,data/records/expert/e-expert-reference-obstacle_reach-seed-00.json,data/logs/run/e-expert-reference-obstacle_reach-seed-00.json,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,expert_reference,"{""robot"":""panda"",""object_xml"":""obstacle_block"",""target_markers"":[[0.7,0,0.15]]}"
e-expert-reference-obstacle_reach-seed-01,expert,obstacle_reach,expert-reference,Expert reference,1,0.8784031812712443,0.8284031812712442,,data/skills/best/e-expert-reference-obstacle_reach-seed-01.yaml,data/skills/best/e-expert-reference-obstacle_reach-seed-01.yaml,data/parameters/e-expert-reference-obstacle_reach-seed-01.json,data/scenes/e-expert-reference-obstacle_reach-seed-01.json,0,data/records/expert/e-expert-reference-obstacle_reach-seed-01.json,data/logs/run/e-expert-reference-obstacle_reach-seed-01.json,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,expert_reference,"{""robot"":""panda"",""object_xml"":""obstacle_block"",""target_markers"":[[0.7,0,0.15]]}"
e-expert-reference-obstacle_reach-seed-02,expert,obstacle_reach,expert-reference,Expert reference,2,0.8784759264414977,0.8284759264414977,,data/skills/best/e-expert-reference-obstacle_reach-seed-02.yaml,data/skills/best/e-expert-reference-obstacle_reach-seed-02.yaml,data/parameters/e-expert-reference-obstacle_reach-seed-02.json,data/scenes/e-expert-reference-obstacle_reach-seed-02.json,0,data/records/expert/e-expert-reference-obstacle_reach-seed-02.json,data/logs/run/e-expert-reference-obstacle_reach-seed-02.json,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,expert_reference,"{""robot"":""panda"",""object_xml"":""obstacle_block"",""target_markers"":[[0.7,0,0.15]]}"
e-expert-reference-obstacle_reach-seed-03,expert,obstacle_reach,expert-reference,Expert reference,3,0.878536808877584,0.828536808877584,,data/skills/best/e-expert-reference-obstacle_reach-seed-03.yaml,data/skills/best/e-expert-reference-obstacle_reach-seed-03.yaml,data/parameters/e-expert-reference-obstacle_reach-seed-03.json,data/scenes/e-expert-reference-obstacle_reach-seed-03.json,0,data/records/expert/e-expert-reference-obstacle_reach-seed-03.json,data/logs/run/e-expert-reference-obstacle_reach-seed-03.json,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,expert_reference,"{""robot"":""panda"",""object_xml"":""obstacle_block"",""target_markers"":[[0.7,0,0.15]]}"
e-expert-reference-obstacle_reach-seed-04,expert,obstacle_reach,expert-reference,Expert reference,4,0.878567468415079,0.828567468415079,,data/skills/best/e-expert-reference-obstacle_reach-seed-04.yaml,data/skills/best/e-expert-reference-obstacle_reach-seed-04.yaml,data/parameters/e-expert-reference-obstacle_reach-seed-04.json,data/scenes/e-expert-reference-obstacle_reach-seed-04.json,0,data/records/expert/e-expert-reference-obstacle_reach-seed-04.json,data/logs/run/e-expert-reference-obstacle_reach-seed-04.json,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,expert_reference,"{""robot"":""panda"",""object_xml"":""obstacle_block"",""target_markers"":[[0.7,0,0.15]]}"
e-expert-reference-obstacle_reach-seed-05,expert,obstacle_reach,expert-reference,Expert reference,5,0.8784025428762111,0.8284025428762111,,data/skills/best/e-expert-reference-obstacle_reach-seed-05.yaml,data/skills/best/e-expert-reference-obstacle_reach-seed-05.yaml,data/parameters/e-expert-reference-obstacle_reach-seed-05.json,data/scenes/e-expert-reference-obstacle_reach-seed-05.json,0,data/records/expert/e-expert-reference-obstacle_reach-seed-05.json,data/logs/run/e-expert-reference-obstacle_reach-seed-05.json,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,expert_reference,"{""robot"":""panda"",""object_xml"":""obstacle_block"",""target_markers"":[[0.7,0,0.15]]}"
e-expert-reference-obstacle_reach-seed-06,expert,obstacle_reach,expert-reference,Expert reference,6,0.8782737284487033,0.8282737284487033,,data/skills/best/e-expert-reference-obstacle_reach-seed-06.yaml,data/skills/best/e-expert-reference-obstacle_reach-seed-06.yaml,data/parameters/e-expert-reference-obstacle_reach-seed-06.json,data/scenes/e-expert-reference-obstacle_reach-seed-06.json,0,data/records/expert/e-expert-reference-obstacle_reach-seed-06.json,data/logs/run/e-expert-reference-obstacle_reach-seed-06.json,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,expert_reference,"{""robot"":""panda"",""object_xml"":""obstacle_block"",""target_markers"":[[0.7,0,0.15]]}"
e-expert-reference-obstacle_reach-seed-07,expert,obstacle_reach,expert-reference,Expert reference,7,0.8783502791087487,0.8283502791087487,,data/skills/best/e-expert-reference-obstacle_reach-seed-07.yaml,data/skills/best/e-expert-reference-obstacle_reach-seed-07.yaml,data/parameters/e-expert-reference-obstacle_reach-seed-07.json,data/scenes/e-expert-reference-obstacle_reach-seed-07.json,0,data/records/expert/e-expert-reference-obstacle_reach-seed-07.json,data/logs/run/e-expert-reference-obstacle_reach-seed-07.json,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,expert_reference,"{""robot"":""panda"",""object_xml"":""obstacle_block"",""target_markers"":[[0.7,0,0.15]]}"
e-expert-reference-obstacle_reach-seed-08,expert,obstacle_reach,expert-reference,Expert reference,8,0.8600371909665535,0.8100371909665535,,data/skills/best/e-expert-reference-obstacle_reach-seed-08.yaml,data/skills/best/e-expert-reference-obstacle_reach-seed-08.yaml,data/parameters/e-expert-reference-obstacle_reach-seed-08.json,data/scenes/e-expert-reference-obstacle_reach-seed-08.json,0,data/records/expert/e-expert-reference-obstacle_reach-seed-08.json,data/logs/run/e-expert-reference-obstacle_reach-seed-08.json,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,expert_reference,"{""robot"":""panda"",""object_xml"":""obstacle_block"",""target_markers"":[[0.7,0,0.15]]}"
e-expert-reference-obstacle_reach-seed-09,expert,obstacle_reach,expert-reference,Expert reference,9,0.8601119952206732,0.8101119952206731,,data/skills/best/e-expert-reference-obstacle_reach-seed-09.yaml,data/skills/best/e-expert-reference-obstacle_reach-seed-09.yaml,data/parameters/e-expert-reference-obstacle_reach-seed-09.json,data/scenes/e-expert-reference-obstacle_reach-seed-09.json,0,data/records/expert/e-expert-reference-obstacle_reach-seed-09.json,data/logs/run/e-expert-reference-obstacle_reach-seed-09.json,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,true,expert_reference,"{""robot"":""panda"",""object_xml"":""obstacle_block"",""target_markers"":[[0.7,0,0.15]]}"
e-expert-reference-peg_channel-seed-00,expert,peg_channel,expert-reference,Expert reference,0,0.7633010210992864,0.5080983219941145,,data/skills/best/e-expert-reference-peg_channel-seed-00.yaml,data/skills/best/e-expert-reference-peg_channel-seed-00.yaml,data/parameters/e-expert-reference-peg_channel-seed-00.json,data/scenes/e-expert-reference-peg_channel-seed-00.json,0,data/records/expert/e-expert-reference-peg_channel-seed-00.json,data/logs/run/e-expert-reference-peg_channel-seed-00.json,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,expert_reference,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
e-expert-reference-peg_channel-seed-01,expert,peg_channel,expert-reference,Expert reference,1,0.5251363810738109,0.40281871101419875,,data/skills/best/e-expert-reference-peg_channel-seed-01.yaml,data/skills/best/e-expert-reference-peg_channel-seed-01.yaml,data/parameters/e-expert-reference-peg_channel-seed-01.json,data/scenes/e-expert-reference-peg_channel-seed-01.json,0,data/records/expert/e-expert-reference-peg_channel-seed-01.json,data/logs/run/e-expert-reference-peg_channel-seed-01.json,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,expert_reference,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
e-expert-reference-peg_channel-seed-02,expert,peg_channel,expert-reference,Expert reference,2,0.23092658843095068,0.25032539005979715,,data/skills/best/e-expert-reference-peg_channel-seed-02.yaml,data/skills/best/e-expert-reference-peg_channel-seed-02.yaml,data/parameters/e-expert-reference-peg_channel-seed-02.json,data/scenes/e-expert-reference-peg_channel-seed-02.json,0,data/records/expert/e-expert-reference-peg_channel-seed-02.json,data/logs/run/e-expert-reference-peg_channel-seed-02.json,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,expert_reference,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
e-expert-reference-peg_channel-seed-03,expert,peg_channel,expert-reference,Expert reference,3,0.2693427166403573,0.25977412418763546,,data/skills/best/e-expert-reference-peg_channel-seed-03.yaml,data/skills/best/e-expert-reference-peg_channel-seed-03.yaml,data/parameters/e-expert-reference-peg_channel-seed-03.json,data/scenes/e-expert-reference-peg_channel-seed-03.json,0,data/records/expert/e-expert-reference-peg_channel-seed-03.json,data/logs/run/e-expert-reference-peg_channel-seed-03.json,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,expert_reference,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
e-expert-reference-peg_channel-seed-04,expert,peg_channel,expert-reference,Expert reference,4,0.5200369413024298,0.3721039966737457,,data/skills/best/e-expert-reference-peg_channel-seed-04.yaml,data/skills/best/e-expert-reference-peg_channel-seed-04.yaml,data/parameters/e-expert-reference-peg_channel-seed-04.json,data/scenes/e-expert-reference-peg_channel-seed-04.json,0,data/records/expert/e-expert-reference-peg_channel-seed-04.json,data/logs/run/e-expert-reference-peg_channel-seed-04.json,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,expert_reference,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
e-expert-reference-peg_channel-seed-05,expert,peg_channel,expert-reference,Expert reference,5,0.8176635690043191,0.5333883065275036,,data/skills/best/e-expert-reference-peg_channel-seed-05.yaml,data/skills/best/e-expert-reference-peg_channel-seed-05.yaml,data/parameters/e-expert-reference-peg_channel-seed-05.json,data/scenes/e-expert-reference-peg_channel-seed-05.json,0,data/records/expert/e-expert-reference-peg_channel-seed-05.json,data/logs/run/e-expert-reference-peg_channel-seed-05.json,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,expert_reference,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
e-expert-reference-peg_channel-seed-06,expert,peg_channel,expert-reference,Expert reference,6,0.7930267054431827,0.5065389158929429,,data/skills/best/e-expert-reference-peg_channel-seed-06.yaml,data/skills/best/e-expert-reference-peg_channel-seed-06.yaml,data/parameters/e-expert-reference-peg_channel-seed-06.json,data/scenes/e-expert-reference-peg_channel-seed-06.json,0,data/records/expert/e-expert-reference-peg_channel-seed-06.json,data/logs/run/e-expert-reference-peg_channel-seed-06.json,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,expert_reference,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
e-expert-reference-peg_channel-seed-07,expert,peg_channel,expert-reference,Expert reference,7,0.48758773680877926,0.3005844755289887,,data/skills/best/e-expert-reference-peg_channel-seed-07.yaml,data/skills/best/e-expert-reference-peg_channel-seed-07.yaml,data/parameters/e-expert-reference-peg_channel-seed-07.json,data/scenes/e-expert-reference-peg_channel-seed-07.json,0,data/records/expert/e-expert-reference-peg_channel-seed-07.json,data/logs/run/e-expert-reference-peg_channel-seed-07.json,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,expert_reference,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
e-expert-reference-peg_channel-seed-08,expert,peg_channel,expert-reference,Expert reference,8,0.1542544034754459,0.10191793662040058,,data/skills/best/e-expert-reference-peg_channel-seed-08.yaml,data/skills/best/e-expert-reference-peg_channel-seed-08.yaml,data/parameters/e-expert-reference-peg_channel-seed-08.json,data/scenes/e-expert-reference-peg_channel-seed-08.json,0,data/records/expert/e-expert-reference-peg_channel-seed-08.json,data/logs/run/e-expert-reference-peg_channel-seed-08.json,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,expert_reference,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
e-expert-reference-peg_channel-seed-09,expert,peg_channel,expert-reference,Expert reference,9,0.0,-0.011972325197981804,,data/skills/best/e-expert-reference-peg_channel-seed-09.yaml,data/skills/best/e-expert-reference-peg_channel-seed-09.yaml,data/parameters/e-expert-reference-peg_channel-seed-09.json,data/scenes/e-expert-reference-peg_channel-seed-09.json,0,data/records/expert/e-expert-reference-peg_channel-seed-09.json,data/logs/run/e-expert-reference-peg_channel-seed-09.json,db073ffdf07791d1e9d71bf155ee91c8451542690743f4f25424e732345217a4,true,expert_reference,"{""robot"":""panda_pusher"",""object_xml"":""peg_channel""}"
e-expert-reference-peg_insert-seed-00,expert,peg_insert,expert-reference,Expert reference,0,0.8740370378433249,0.010623539019068429,,data/skills/best/e-expert-reference-peg_insert-seed-00.yaml,data/skills/best/e-expert-reference-peg_insert-seed-00.yaml,data/parameters/e-expert-reference-peg_insert-seed-00.json,data/scenes/e-expert-reference-peg_insert-seed-00.json,0,data/records/expert/e-expert-reference-peg_insert-seed-00.json,data/logs/run/e-expert-reference-peg_insert-seed-00.json,e22977d43a3cc13469fcb198bc3d34e58956a1298f16b7ed07ec9fee8eb145b1,true,expert_reference,"{""robot"":""panda_peg"",""object_xml"":""peg_socket""}"
e-expert-reference-peg_insert-seed-01,expert,peg_insert,expert-reference,Expert reference,1,0.8363395861180575,-0.0044671179255207916,,data/skills/best/e-expert-reference-peg_insert-seed-01.yaml,data/skills/best/e-expert-reference-peg_insert-seed-01.yaml,data/parameters/e-expert-reference-peg_insert-seed-01.json,data/scenes/e-expert-reference-peg_insert-seed-01.json,0,data/records/expert/e-expert-reference-peg_insert-seed-01.json,data/logs/run/e-expert-reference-peg_insert-seed-01.json,e22977d43a3cc13469fcb198bc3d34e58956a1298f16b7ed07ec9fee8eb145b1,true,expert_reference,"{""robot"":""panda_peg"",""object_xml"":""peg_socket""}"
