arm,display_name,initialisation,refinement,task,seed,best_canonical_task_score,generation_zero_canonical_task_score,generation_zero_source
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,push_to_goal,6,0.7955042655348751,0.7955042655348751,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,push_to_goal,7,0.833931424531968,0.833931424531968,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,push_to_goal,8,0.5460463922441814,0.5460463922441814,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,push_to_goal,9,0.9090631346295899,0.9090631346295899,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_insert,0,0.8931823440645629,0.8931823440645629,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_insert,1,0.9878955694388426,0.9878955694388426,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_insert,2,0.8439304719195678,0.8439304719195678,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_insert,3,0.8587916211716088,0.8587916211716088,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_insert,4,0.8312787085125954,0.8312787085125954,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_insert,5,0.9427780213503073,0.9427780213503073,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_insert,6,0.8351910930093561,0.8351910930093561,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_insert,7,0.8197935176009397,0.8197935176009397,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_insert,8,0.8534431617582814,0.8534431617582814,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_insert,9,0.843036210730005,0.843036210730005,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_channel,0,8.344529226314676e-05,8.344529226314676e-05,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_channel,1,0.5370032123590344,0.5370032123590344,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_channel,2,0.045839505133495384,0.045839505133495384,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_channel,3,0.22269830882222721,0.22269830882222721,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_channel,4,0.0017556854011482146,0.0017556854011482146,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_channel,5,0.08767579878323291,0.08767579878323291,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_channel,6,0.0011345094752944352,0.0011345094752944352,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_channel,7,0.12961493738145666,0.12961493738145666,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_channel,8,0.5677639499373499,0.5677639499373499,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,peg_channel,9,0.024751588632821786,0.024751588632821786,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,obstacle_reach,0,0.8771756841965748,0.8771756841965748,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,obstacle_reach,1,0.8784543013978393,0.8784543013978393,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,obstacle_reach,2,0.8768087249767321,0.8768087249767321,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,obstacle_reach,3,0.8675070778749446,0.8675070778749446,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,obstacle_reach,4,0.5856158645337252,0.5856158645337252,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,obstacle_reach,5,0.878419854656107,0.878419854656107,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,obstacle_reach,6,0.8757476378027649,0.8757476378027649,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,obstacle_reach,7,0.869337354681787,0.869337354681787,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,obstacle_reach,8,0.8782367968860919,0.8782367968860919,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,obstacle_reach,9,0.8784130780422249,0.8784130780422249,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,grasp_place,0,0.22687511897068913,0.22687511897068913,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,grasp_place,1,0.26319717141151616,0.26319717141151616,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,grasp_place,2,0.39115946591041184,0.39115946591041184,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,grasp_place,3,0.4381371674528014,0.4381371674528014,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,grasp_place,4,0.3541071516480665,0.3541071516480665,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,grasp_place,5,0.23799009324882978,0.23799009324882978,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,grasp_place,6,0.22771901791415863,0.22771901791415863,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,grasp_place,7,0.24665274252488914,0.24665274252488914,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,grasp_place,8,0.23802214194527657,0.23802214194527657,same_run_iteration_zero
create-param-only-fixed,Create-ParamOnly-FixedST,Create,ParamOnly-FixedST,grasp_place,9,0.2548963227478535,0.2548963227478535,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,door_push,0,1.0,1.0,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,door_push,1,1.0,1.0,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,door_push,2,1.0,1.0,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,door_push,3,1.0,1.0,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,door_push,4,1.0,1.0,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,door_push,5,1.0,0.9906617748655466,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,door_push,6,1.0,1.0,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,door_push,7,1.0,0.9846397063503076,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,door_push,8,1.0,1.0,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,door_push,9,1.0,1.0,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,push_to_goal,0,0.8393046281232422,0.7719109424330709,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,push_to_goal,1,0.8692628078082528,0.8653226909466496,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,push_to_goal,2,0.9362173694808801,0.882602082473002,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,push_to_goal,3,0.8827276664648688,0.6545775714348957,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,push_to_goal,4,0.8379997110807825,0.8379997110807825,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,push_to_goal,5,0.8975812635370471,0.8975812635370471,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,push_to_goal,6,0.9312755099254102,0.7955042655348751,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,push_to_goal,7,0.8906778887519079,0.833931424531968,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,push_to_goal,8,0.7919337708592421,0.5460463922441814,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,push_to_goal,9,0.9090631346295899,0.9090631346295899,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_insert,0,0.8931823440645629,0.8931823440645629,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_insert,1,0.995126720974305,0.987879295657404,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_insert,2,0.893051375639275,0.8439304719195678,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_insert,3,0.8744804899877469,0.8587916211716088,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_insert,4,0.8456623187612832,0.8312787085125954,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_insert,5,0.9427780213503073,0.9427780213503073,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_insert,6,0.9150031460258705,0.8351910930093561,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_insert,7,0.9298729781573556,0.8197935176009397,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_insert,8,0.862640857025171,0.8534431617582814,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_insert,9,0.8983981861608985,0.843036210730005,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_channel,0,0.000551516526681339,8.344529226314676e-05,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_channel,1,0.7090960908707892,0.5370032123590344,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_channel,2,0.12242480484350621,0.045839505133495384,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_channel,3,0.27007563947134755,0.22269830882222721,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_channel,4,0.17203700765979493,0.0017556854011482146,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_channel,5,0.17052857834081012,0.08767579878323291,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_channel,6,0.2108683758272817,0.0011345094752944352,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_channel,7,0.25782597187812833,0.12961493738145666,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_channel,8,0.6400067427517712,0.5677639499373499,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,peg_channel,9,0.193220878715347,0.024751588632821786,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,obstacle_reach,0,0.9633645655947874,0.8771756841965748,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,obstacle_reach,1,0.9681560448864222,0.8784543013978393,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,obstacle_reach,2,0.967662773718101,0.8768087249767321,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,obstacle_reach,3,0.9653900439376347,0.8675070778749446,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,obstacle_reach,4,0.9677850520202257,0.5856158645337252,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,obstacle_reach,5,0.8785179864808447,0.878419854656107,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,obstacle_reach,6,0.9679756253041433,0.8757476378027649,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,obstacle_reach,7,0.8784131473567438,0.869337354681787,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,obstacle_reach,8,0.9673388466264087,0.8782367968860919,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,obstacle_reach,9,0.8784823621190392,0.8784130780422249,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,grasp_place,0,0.42371866455284146,0.22687511897068913,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,grasp_place,1,0.31923065893830754,0.26319717141151616,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,grasp_place,2,0.5390457181364942,0.39115946591041184,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,grasp_place,3,0.4690928871837299,0.4381371674528014,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,grasp_place,4,0.38291262937177634,0.3541071516480665,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,grasp_place,5,0.4411233806018819,0.23799009324882978,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,grasp_place,6,0.31799123939127544,0.22771901791415863,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,grasp_place,7,0.45600682837756207,0.24665274252488914,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,grasp_place,8,0.339667315058607,0.23802214194527657,same_run_iteration_zero
create-bandit-fixed,Create-BanditRefine-FixedST,Create,BanditRefine-FixedST,grasp_place,9,0.30364467821744645,0.2548963227478535,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,door_push,0,1.0,1.0,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,door_push,1,1.0,1.0,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,door_push,2,1.0,1.0,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,door_push,3,1.0,1.0,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,door_push,4,1.0,1.0,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,door_push,5,1.0,0.9906617748655466,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,door_push,6,1.0,1.0,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,door_push,7,1.0,0.9846397063503076,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,door_push,8,1.0,1.0,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,door_push,9,1.0,1.0,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,push_to_goal,0,0.8525036216533328,0.7719109424330709,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,push_to_goal,1,0.8918504797996758,0.8653226909466496,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,push_to_goal,2,0.8911657694020558,0.882602082473002,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,push_to_goal,3,0.9098751863761594,0.6512440678889312,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,push_to_goal,4,0.8379997110807825,0.8379997110807825,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,push_to_goal,5,0.964088200200508,0.8975812635370471,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,push_to_goal,6,0.9258293325504892,0.7955042655348751,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,push_to_goal,7,0.833931424531968,0.833931424531968,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,push_to_goal,8,0.7040655030271338,0.5460463922441814,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,push_to_goal,9,0.9171275535155788,0.9090631346295899,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_insert,0,0.9487239073242156,0.8931823440645629,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_insert,1,0.9962101801108215,0.9878955694388426,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_insert,2,0.9399899292154651,0.8439304719195678,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_insert,3,0.862552998466913,0.8587916211716088,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_insert,4,0.8495816420579613,0.8312787085125954,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_insert,5,0.9427780213503073,0.9427780213503073,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_insert,6,0.9131288375973415,0.8351910930093561,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_insert,7,0.9046448058430533,0.8197935176009397,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_insert,8,0.8617250075611343,0.8534431617582814,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_insert,9,0.8908978627591404,0.843036210730005,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_channel,0,0.10022217224528385,8.344529226314676e-05,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_channel,1,0.8746870095691607,0.5370032123590344,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_channel,2,0.2894160430000086,0.045839505133495384,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_channel,3,0.2671900330007079,0.22269830882222721,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_channel,4,0.22035745868383227,0.0017556854011482146,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_channel,5,0.2051780766972832,0.08767579878323291,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_channel,6,0.27084663204045073,0.0011345094752944352,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_channel,7,0.4007918657782243,0.12961493738145666,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_channel,8,0.5889629613678636,0.5677639499373499,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,peg_channel,9,0.11797628603274402,0.024751588632821786,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,obstacle_reach,0,0.8776063273367122,0.8771756841965748,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,obstacle_reach,1,0.8784645898928517,0.8784543013978393,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,obstacle_reach,2,0.9676130081947242,0.8768087249767321,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,obstacle_reach,3,0.9650438100530794,0.8675070778749446,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,obstacle_reach,4,0.9680745793375908,0.5856158645337252,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,obstacle_reach,5,0.8785843957756113,0.878419854656107,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,obstacle_reach,6,0.9681580177702571,0.8757476378027649,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,obstacle_reach,7,0.869337354681787,0.869337354681787,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,obstacle_reach,8,0.8784426412773252,0.8782367968860919,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,obstacle_reach,9,0.9680003694106906,0.8784130780422249,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,grasp_place,0,0.3020094871150702,0.22687511897068913,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,grasp_place,1,0.324185112713772,0.26319717141151616,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,grasp_place,2,0.42089648069613017,0.39115946591041184,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,grasp_place,3,0.6078860239963807,0.4381371674528014,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,grasp_place,4,0.5883223769007664,0.3541071516480665,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,grasp_place,5,0.33115302598255475,0.23799009324882978,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,grasp_place,6,0.32389899116724913,0.22771901791415863,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,grasp_place,7,0.3604554975967899,0.24665274252488914,same_run_iteration_zero
create-mapqd-fixed,Create-MAPQDRefine-FixedST,Create,MAPQDRefine-FixedST,grasp_place,8,0.3982129099583848,0.23802214194527657,same_run_iteration_zero
