cell_id,source_container_path,source_container_original_sha256,entry_index,entry_iteration,evidence_field,configuration_count,configuration_sha256s,public_path,public_sha256,derivation
p-create-bandit-fixed-obstacle_reach-seed-01,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-01.json,350cf4b5bcf6a955ed67b6780353347194ffe6182b88b96427dd22f03d667e4a,7,7,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-obstacle_reach-seed-01.json,c799d9f9d645b88854149bcb2db7d2b48e308fec7009072d92fa886c3cf24a49,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-obstacle_reach-seed-02,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-02.json,4e78f6ffea2bbb4f91c7a49d9d3235f21f90562a480554141dab6ba2bf8b8e48,9,9,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-create-bandit-fixed-obstacle_reach-seed-02.json,f7151cf2164683bb595d561dd40ba7c06b2b8173885705e05010fed818dd9919,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-obstacle_reach-seed-03,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-03.json,7c1ed7a986f45e070de417fb16154e63b1c5839b60d44a7eb2452ab589c9cf39,12,12,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-create-bandit-fixed-obstacle_reach-seed-03.json,b5fef7d56f249a8e5c3c2a60e62a600a44b0772ca047957328b50d6b9bd2663c,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-obstacle_reach-seed-04,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-04.json,418716b51a0ae634acf147e51d1a092b57e6c83753a17763a22163cd6af09d88,7,7,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-create-bandit-fixed-obstacle_reach-seed-04.json,a2c749154f3f0e2f1eea8f8abfaee4c988850520445de41377d95e17227a55ef,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-obstacle_reach-seed-05,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-05.json,42135587b2e5cda0bc8be14eb6a285dfff0cf501a4c11e01eae4ad3b7735e335,1,1,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-obstacle_reach-seed-05.json,257c33e88544fcef5a6d95351d27db2514c7a48942f7aa5a186eb0fde1a1ad99,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-obstacle_reach-seed-06,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-06.json,ea1dcd39d09d25c9afd96e7883afb1dd37695aada64ffe59d5544aade7c09589,7,7,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-obstacle_reach-seed-06.json,7a66d99d7e128c07267dbb17ef24f2c3171d13bbc8c0823d10d453649c097753,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-obstacle_reach-seed-07,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-07.json,d53f5d51924ca5cd9540a5142235a044e9cd06d2de429927b9f0a965c63d7e92,12,12,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-obstacle_reach-seed-07.json,8a18ddde7ae69fe31ea7ee71309b3d4c48324ce3262d6083e8521c7e3d604aad,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-obstacle_reach-seed-08,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-08.json,880ebdcc2b472f3042045ad926013d903341cdee018173baa7da27be16b56306,12,12,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-obstacle_reach-seed-08.json,7ebb5b62f73cacf80624ec64112fa6d8cfc3092447f2842b3a32d21287a31806,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-obstacle_reach-seed-09,data/logs/run/p-create-bandit-fixed-obstacle_reach-seed-09.json,df60cc4039df22c0308f2d48ad616ca69f467f35f3a09b3ca9a3b479074efc32,1,1,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-obstacle_reach-seed-09.json,364ab411d1d82abc80f9b8d2a648a3d2df24f8fbdf78ef03ac12f1f6cffcd53a,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_channel-seed-00,data/logs/run/p-create-bandit-fixed-peg_channel-seed-00.json,eb4d1c27c9774f683ce199893d16852167afdb0b66d0a3bf2c18a707e1e9b575,6,6,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_channel-seed-00.json,e8e411238938ac62c05f398c6a80b1e88c87820ebfb8867b19b1db0f94d10003,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_channel-seed-01,data/logs/run/p-create-bandit-fixed-peg_channel-seed-01.json,53057441fbdcf76e469ce90f5e4d4ab7b60a82f413086e2a5e20c762aab7077e,3,3,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_channel-seed-01.json,e69c6b2d4442f9ea1508914a01b322ebe768d0cac9d18b392791e27831120911,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_channel-seed-02,data/logs/run/p-create-bandit-fixed-peg_channel-seed-02.json,b4bf3b721336868ca535682e62f172e2fbd99a78716f31fe4e39081c445d3456,1,1,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_channel-seed-02.json,44ce842da889b8f8c27de316cc2a00d9e43c1c47a391088411603935465ad5e6,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_channel-seed-03,data/logs/run/p-create-bandit-fixed-peg_channel-seed-03.json,d77fc11dafb05b594c3c1b98c9616c3abd92176b85ce255e54d91fe9e36e0d58,4,4,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_channel-seed-03.json,f596888fce2de8424e901bfbb2f32da83dec43b6481a415e9618f043db809250,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_channel-seed-04,data/logs/run/p-create-bandit-fixed-peg_channel-seed-04.json,f88be922ceda62e4db1a254cc5359e932c6f2d990e5922c5aca42ff5f6a8c617,6,6,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_channel-seed-04.json,7aeabf2f02c6c9ef741a2968720c0ad2e388c22fe7961961f14ab6099352c666,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_channel-seed-05,data/logs/run/p-create-bandit-fixed-peg_channel-seed-05.json,23b9779f444b613d85f627a2a3eed69bccdb924d0a5a1f64e25a897c5c19f79c,6,6,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_channel-seed-05.json,f410374569bc8cb7038b6b1089e94456a28107bd5ee3b476b31edc98622606be,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_channel-seed-06,data/logs/run/p-create-bandit-fixed-peg_channel-seed-06.json,8c3753a83e38fb474b177890c9869add8c5b9a7b671bdd50c3acc9a10dff901b,15,15,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_channel-seed-06.json,eedb3ae64efce73f8455ced4a8f9a898760e07f87f0040dec11eb60e97e91b3d,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_channel-seed-07,data/logs/run/p-create-bandit-fixed-peg_channel-seed-07.json,04d7b4132e0ffdb35de12f232d1e461b6a2ec2c66d41a3afe763657f830300ee,5,5,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_channel-seed-07.json,7d7293bf5c220cee797afa838ecae84d915015ad27f12650026692481b8c366d,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_channel-seed-08,data/logs/run/p-create-bandit-fixed-peg_channel-seed-08.json,50b8978e94dc55e257afb756f04ea6b112b9046b8583271341df8ae8f20386f6,6,6,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_channel-seed-08.json,7becd3fd6fd11c14f98c28022896a411b62ed983b8c026ca7c101edc73f79abc,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_channel-seed-09,data/logs/run/p-create-bandit-fixed-peg_channel-seed-09.json,b433caeba9ef6f3f425c98e612263b2176a65a501b7d4a0f3e454ccf44e8ab33,3,3,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-create-bandit-fixed-peg_channel-seed-09.json,12d2081c24318e838489840f11a1035347e169e333e465617c2c3677e402034c,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_insert-seed-00,data/logs/run/p-create-bandit-fixed-peg_insert-seed-00.json,1085708d4a1fdc4728d01b97e5ea1ff2f235dad3d36dccbc14211adeec195a6c,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_insert-seed-00.json,2d0d76ab83188f05aef33cc3f7c741ba3cce22b8e5a00a15e75ab314115e6c35,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_insert-seed-01,data/logs/run/p-create-bandit-fixed-peg_insert-seed-01.json,9e88a6119e0bf7ff1f476f8ed6d52a5339873553b89f4ddc879783e48a771b69,3,3,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_insert-seed-01.json,ccf19e69f163f908404eeb0cc9e18231d958ec1ad11a256e402ded1da338cc89,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_insert-seed-02,data/logs/run/p-create-bandit-fixed-peg_insert-seed-02.json,aa6f8c495345bd7422e2ab29fb1fd83e99278a57d0637d5bb44acc26670f1802,10,10,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-create-bandit-fixed-peg_insert-seed-02.json,6893efa51d12efe0b1551e71b66ae229c45444f337c11afe4cb605587f73f438,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_insert-seed-03,data/logs/run/p-create-bandit-fixed-peg_insert-seed-03.json,aa584be412b3b849325597cf28801aedf0a16988b65fee9413a6b38794431639,14,14,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_insert-seed-03.json,2f96beb4df22e53333aef936f57cb65d43774e74a56b3231910b942c1fdd56aa,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_insert-seed-04,data/logs/run/p-create-bandit-fixed-peg_insert-seed-04.json,9800694051673e3e11edd71b2a23408c046dd3b65747a2b10216fdc231898c6f,11,11,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-create-bandit-fixed-peg_insert-seed-04.json,c3fb665b72bed6887c9b368ec449d60e5a043de9ac7e1f1fba1e0a9a4595b1d0,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_insert-seed-05,data/logs/run/p-create-bandit-fixed-peg_insert-seed-05.json,df5cd03843927f6ea12bc1bcf559643fc335d84a08fe09631ee3ed8785287f6a,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_insert-seed-05.json,684af2bf9e597c8bd47e0c71b758564e4f65f4d862e4ffaa2cf14af8f8d6ccd7,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_insert-seed-06,data/logs/run/p-create-bandit-fixed-peg_insert-seed-06.json,bb2726b1896b8dc30ced965e99ef34effd8cc3013bd252077f2a2d1a50e09cd4,1,1,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_insert-seed-06.json,7b76014b0fcf33dfa11319f6da392934bdae6f5a8cb8dbe53bbb2c313a903a8f,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_insert-seed-07,data/logs/run/p-create-bandit-fixed-peg_insert-seed-07.json,cd076d549fdd40f8eb9ab20d61366a2946ee6832d5334e8e72cd7f570a85cc1c,14,14,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-create-bandit-fixed-peg_insert-seed-07.json,87c74fe7a57719cc00c76a021d362b0aa68f1afa17d5d132512772fa3b0d140a,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_insert-seed-08,data/logs/run/p-create-bandit-fixed-peg_insert-seed-08.json,8a4a2710b1fa5f0c0e8ad8d3b74d99425e4e098bb28c90d4de1c150c1a49ec91,2,2,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-peg_insert-seed-08.json,c606892d00ed077a267eaab100adea2d156bb22c43cf833a92a355e91594298d,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-peg_insert-seed-09,data/logs/run/p-create-bandit-fixed-peg_insert-seed-09.json,2bb782d682820a1840346da38c4f73fea0dea7634054626239deeba0e50ce33a,3,3,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-create-bandit-fixed-peg_insert-seed-09.json,78f612bce56845c2baa4eaadf11dda439b180d187f35272bdf020652c50ebeaa,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-push_to_goal-seed-00,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-00.json,b8c34d67e9bb8602aa2fe8ac6765a856a1229d5c969b559b7353c8ad5b234e7e,14,14,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-push_to_goal-seed-00.json,21e8d72a1f0ff21245ad12eb3a707e7354274c3d6cb16fe12a169b550c6b3844,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-push_to_goal-seed-01,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-01.json,0af715736f14d8f5cf9301480dc5e2babb048107c48a79f2a371f7dc106ae599,7,7,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,||,data/scenes/p-create-bandit-fixed-push_to_goal-seed-01.json,040c91e3ed0d05e59942110ced9b5e28c5baf24343f839d63a79a836f0babde1,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-push_to_goal-seed-02,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-02.json,eeb0066bd3bb055b2425f2f74bd008d943a821b607b673765abd1b655def34c6,2,2,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-push_to_goal-seed-02.json,221927c67659ca8931aea84d716a174ffc54b67f2037111a4c81b1394d5fc0f2,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-push_to_goal-seed-03,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-03.json,28ea7e482bb37b7a5d908a47b09fd5a6483843a97a1ed7649b2db0c8191e6a02,15,15,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-push_to_goal-seed-03.json,aac81a22f7a26674696bc3274fefe4575b6bf729885fa7ad0eaa02bf22e4701f,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
p-create-bandit-fixed-push_to_goal-seed-04,data/logs/run/p-create-bandit-fixed-push_to_goal-seed-04.json,847b4dc6e1ed38f9c9404d83857f71c319414d0492661d486c27e3227743afdf,0,0,posthoc_diagnostics.randomised_config_results[*].randomisation_debug,3,None|None|None,data/scenes/p-create-bandit-fixed-push_to_goal-seed-04.json,a66dcd6c7002086af77fb01efa07104b47525f9abc2dcbb6a3c75dff63fdb663,lossless reconstruction of frozen body and qpos deltas; public bytes are derived and are not claimed source-identical
