cell_id,role,public_path,public_sha256,source_container_path,source_container_original_sha256,entry_index,evidence_field,derivation
e-expert-reference-grasp_place-seed-07,cell_record,data/records/expert/e-expert-reference-grasp_place-seed-07.json,459a200402a8d1a93f2db14e0e277138078a785a6190e58479c1d0498c749f75,data/logs/run/e-expert-reference-grasp_place-seed-07.json,f042b602394039bd1ff2f4edd411627add4b6e666f6231ba3e7748db3db81f48,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-grasp_place-seed-07,parameter_map,data/parameters/e-expert-reference-grasp_place-seed-07.json,08eb1271404220582df11578c108450b4cb189f8d67978d5d938b9c1d0926298,data/logs/run/e-expert-reference-grasp_place-seed-07.json,f042b602394039bd1ff2f4edd411627add4b6e666f6231ba3e7748db3db81f48,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-grasp_place-seed-08,cell_record,data/records/expert/e-expert-reference-grasp_place-seed-08.json,65a0854bc5166248062cc7f347b1c1f5a7730ee7cf564db1a82a3ee2ded1e905,data/logs/run/e-expert-reference-grasp_place-seed-08.json,50dd3fac826b7d632ea75fe15bafa88339200e23a916fc6b3bf521dfa8fc3b2f,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-grasp_place-seed-08,parameter_map,data/parameters/e-expert-reference-grasp_place-seed-08.json,f234ad02142861656d5111f915fc3797f0548ad66c7e33dcd4fd82728bcc8c6f,data/logs/run/e-expert-reference-grasp_place-seed-08.json,50dd3fac826b7d632ea75fe15bafa88339200e23a916fc6b3bf521dfa8fc3b2f,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-grasp_place-seed-09,cell_record,data/records/expert/e-expert-reference-grasp_place-seed-09.json,28c6e3b9856f18ae93757659b5efed981d34aeb1cb7f41f9214d8f9da338f251,data/logs/run/e-expert-reference-grasp_place-seed-09.json,3833c71a8ebbd3e9da80c04b3a1a9d37dc206bc9d3a82f6fd548819e6037f9d7,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-grasp_place-seed-09,parameter_map,data/parameters/e-expert-reference-grasp_place-seed-09.json,f234ad02142861656d5111f915fc3797f0548ad66c7e33dcd4fd82728bcc8c6f,data/logs/run/e-expert-reference-grasp_place-seed-09.json,3833c71a8ebbd3e9da80c04b3a1a9d37dc206bc9d3a82f6fd548819e6037f9d7,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-obstacle_reach-seed-00,cell_record,data/records/expert/e-expert-reference-obstacle_reach-seed-00.json,59b5b315303a8bb437afec649f9c48fdef3e29bb79d723e42df621c5ec68340d,data/logs/run/e-expert-reference-obstacle_reach-seed-00.json,40a07f9e4d5375b141775665cd2a011af4ffa24dc807ca528c2a0e176c9b968a,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-obstacle_reach-seed-00,parameter_map,data/parameters/e-expert-reference-obstacle_reach-seed-00.json,072fdbcd2442f39ad5778eca6bf120670f2a7d0799520601eb33d8dbd160cb05,data/logs/run/e-expert-reference-obstacle_reach-seed-00.json,40a07f9e4d5375b141775665cd2a011af4ffa24dc807ca528c2a0e176c9b968a,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-obstacle_reach-seed-01,cell_record,data/records/expert/e-expert-reference-obstacle_reach-seed-01.json,c89352adcdfba0062e2dee51cc74ebf66de398116be5dc65ab8ab6056d9c30aa,data/logs/run/e-expert-reference-obstacle_reach-seed-01.json,701a3aa6693533cf737a8542d88ac45e178553c8138231f9a0413756e679ef8c,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-obstacle_reach-seed-01,parameter_map,data/parameters/e-expert-reference-obstacle_reach-seed-01.json,072fdbcd2442f39ad5778eca6bf120670f2a7d0799520601eb33d8dbd160cb05,data/logs/run/e-expert-reference-obstacle_reach-seed-01.json,701a3aa6693533cf737a8542d88ac45e178553c8138231f9a0413756e679ef8c,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-obstacle_reach-seed-02,cell_record,data/records/expert/e-expert-reference-obstacle_reach-seed-02.json,20506ec8d6a10b9f05c7d01a88434b0b584b7679247cc985db966a5b50a39a9e,data/logs/run/e-expert-reference-obstacle_reach-seed-02.json,e8cf2314de2927e0a9095d8713f918b348f1d776f5b4b0db04e35d0e799e5348,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-obstacle_reach-seed-02,parameter_map,data/parameters/e-expert-reference-obstacle_reach-seed-02.json,5efcb910c4963be95e4d8fcbc2f011aa17270319a53733c3f452f04b2264d1c7,data/logs/run/e-expert-reference-obstacle_reach-seed-02.json,e8cf2314de2927e0a9095d8713f918b348f1d776f5b4b0db04e35d0e799e5348,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-obstacle_reach-seed-03,cell_record,data/records/expert/e-expert-reference-obstacle_reach-seed-03.json,425f22bf8ab4dd9ed3dcf5fbd15ff6dfebb540c6960c16d000b590f888e356cb,data/logs/run/e-expert-reference-obstacle_reach-seed-03.json,f96c5f35be944255649a1eba1658d1aae51aa4b94bf391bafa0f45dbe28e031c,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-obstacle_reach-seed-03,parameter_map,data/parameters/e-expert-reference-obstacle_reach-seed-03.json,5efcb910c4963be95e4d8fcbc2f011aa17270319a53733c3f452f04b2264d1c7,data/logs/run/e-expert-reference-obstacle_reach-seed-03.json,f96c5f35be944255649a1eba1658d1aae51aa4b94bf391bafa0f45dbe28e031c,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-obstacle_reach-seed-04,cell_record,data/records/expert/e-expert-reference-obstacle_reach-seed-04.json,c8bc4f983159221622854db10da8d0684811d4b79100356c731c7d9bf265dce1,data/logs/run/e-expert-reference-obstacle_reach-seed-04.json,8f8db33b2089b5e741cde70e611c40ceedc8d694465c6355f47f2e4d487a4531,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-obstacle_reach-seed-04,parameter_map,data/parameters/e-expert-reference-obstacle_reach-seed-04.json,5efcb910c4963be95e4d8fcbc2f011aa17270319a53733c3f452f04b2264d1c7,data/logs/run/e-expert-reference-obstacle_reach-seed-04.json,8f8db33b2089b5e741cde70e611c40ceedc8d694465c6355f47f2e4d487a4531,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-obstacle_reach-seed-05,cell_record,data/records/expert/e-expert-reference-obstacle_reach-seed-05.json,fd2bd611dcc050a89d5c5d2006283cb6cc0802f624080b517ae8c9c1e736d8e0,data/logs/run/e-expert-reference-obstacle_reach-seed-05.json,c3c7991e2cdc74be428182b4ed84bf14638b575d4cacd364f7247020c9f7d869,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-obstacle_reach-seed-05,parameter_map,data/parameters/e-expert-reference-obstacle_reach-seed-05.json,35f552ef9a526d91eba15e05d64deef2cc4c21bb387e9ff18ce6605c014f9a9d,data/logs/run/e-expert-reference-obstacle_reach-seed-05.json,c3c7991e2cdc74be428182b4ed84bf14638b575d4cacd364f7247020c9f7d869,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-obstacle_reach-seed-06,cell_record,data/records/expert/e-expert-reference-obstacle_reach-seed-06.json,4b4470d4852b9971170045e0f24b1aff56e4ac344d7f0413127f43f51baa7065,data/logs/run/e-expert-reference-obstacle_reach-seed-06.json,0112b407082accd098c054796e1198b51d334ebefe92e97b83ac44bbc914c346,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-obstacle_reach-seed-06,parameter_map,data/parameters/e-expert-reference-obstacle_reach-seed-06.json,45f4519cd5c4304a0719cce17bfcf08b56bcb044bd9fa309297b2c254d75141d,data/logs/run/e-expert-reference-obstacle_reach-seed-06.json,0112b407082accd098c054796e1198b51d334ebefe92e97b83ac44bbc914c346,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-obstacle_reach-seed-07,cell_record,data/records/expert/e-expert-reference-obstacle_reach-seed-07.json,766167b9c95aad1e543c9970447aa5f664b8d4f0a4ab10b16273e480f0b80632,data/logs/run/e-expert-reference-obstacle_reach-seed-07.json,bc05e012c28ef568351be51e3692a205c4ad589b5b8220fe12dcfc853feb7a81,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-obstacle_reach-seed-07,parameter_map,data/parameters/e-expert-reference-obstacle_reach-seed-07.json,97328d80d91b71a0a520aa0cde5681b62d6fcb966076195c0ca4be7fd899e89c,data/logs/run/e-expert-reference-obstacle_reach-seed-07.json,bc05e012c28ef568351be51e3692a205c4ad589b5b8220fe12dcfc853feb7a81,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-obstacle_reach-seed-08,cell_record,data/records/expert/e-expert-reference-obstacle_reach-seed-08.json,7de78881d70e25841430a58fdb2c6b5f38eb5690fd5aba48004f43c2240c2187,data/logs/run/e-expert-reference-obstacle_reach-seed-08.json,8f56b49598c8c80aba71a35b38762c35afec93af56fa2370a2ef831785ecbc76,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-obstacle_reach-seed-08,parameter_map,data/parameters/e-expert-reference-obstacle_reach-seed-08.json,97328d80d91b71a0a520aa0cde5681b62d6fcb966076195c0ca4be7fd899e89c,data/logs/run/e-expert-reference-obstacle_reach-seed-08.json,8f56b49598c8c80aba71a35b38762c35afec93af56fa2370a2ef831785ecbc76,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-obstacle_reach-seed-09,cell_record,data/records/expert/e-expert-reference-obstacle_reach-seed-09.json,a43af2367247fd0bb6d4eed301337de114b41d1c6dfdad23900f31adfd7f626e,data/logs/run/e-expert-reference-obstacle_reach-seed-09.json,91e6d63650e9f7ffbf47068e0c522426ae380d86184ccd116d1c647b7af54e10,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-obstacle_reach-seed-09,parameter_map,data/parameters/e-expert-reference-obstacle_reach-seed-09.json,97328d80d91b71a0a520aa0cde5681b62d6fcb966076195c0ca4be7fd899e89c,data/logs/run/e-expert-reference-obstacle_reach-seed-09.json,91e6d63650e9f7ffbf47068e0c522426ae380d86184ccd116d1c647b7af54e10,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-peg_channel-seed-00,cell_record,data/records/expert/e-expert-reference-peg_channel-seed-00.json,75b8bacc66738a6499ce65921b11b6a6759178e98127a6cd89d5a050b8d131ee,data/logs/run/e-expert-reference-peg_channel-seed-00.json,a2482051f1875b48154bb55ce616fc658127114fd5eeb162ed02bb388c66acb2,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-peg_channel-seed-00,parameter_map,data/parameters/e-expert-reference-peg_channel-seed-00.json,499c1fb4ca5f8442a1bce465f6b000aad00812de4a96ee71e2a030bd58f79b8c,data/logs/run/e-expert-reference-peg_channel-seed-00.json,a2482051f1875b48154bb55ce616fc658127114fd5eeb162ed02bb388c66acb2,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-peg_channel-seed-01,cell_record,data/records/expert/e-expert-reference-peg_channel-seed-01.json,9e784489ee4396cfe4ab1e2abe75ec5420639738bc51f5b3269fb032f24d3457,data/logs/run/e-expert-reference-peg_channel-seed-01.json,e9befbbbc52395d7d8073d5127e69a58ce2b9deb5301e725b57df72b682d3e32,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-peg_channel-seed-01,parameter_map,data/parameters/e-expert-reference-peg_channel-seed-01.json,fd44aa8bd41b18ab8486484ab32102abfd707e8f9713225034a75b353473cc02,data/logs/run/e-expert-reference-peg_channel-seed-01.json,e9befbbbc52395d7d8073d5127e69a58ce2b9deb5301e725b57df72b682d3e32,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-peg_channel-seed-02,cell_record,data/records/expert/e-expert-reference-peg_channel-seed-02.json,d0bbbc050f1096811f788029640a9226239510583babb3a156911a25afd45b1a,data/logs/run/e-expert-reference-peg_channel-seed-02.json,5dbfd43d5ba5be7c0176459ac92b9bbbc58a601be15296ddab4577ae6bc1efe2,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-peg_channel-seed-02,parameter_map,data/parameters/e-expert-reference-peg_channel-seed-02.json,401aed0b1f64caffc99c2386c0aa3b4ed2f148c6ccd1bb34f8ca57adab670b3d,data/logs/run/e-expert-reference-peg_channel-seed-02.json,5dbfd43d5ba5be7c0176459ac92b9bbbc58a601be15296ddab4577ae6bc1efe2,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-peg_channel-seed-03,cell_record,data/records/expert/e-expert-reference-peg_channel-seed-03.json,ed0389866ebe458745aead9c54b355a7dc29b621e7cb3756742059f7b29a264f,data/logs/run/e-expert-reference-peg_channel-seed-03.json,6aa9bb6b429d64db5075cd75d7e57dffda77d5722bd337d2ea12e5cbabbedef0,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
